Test Case Number,Test Case Name,True Positive,Result,CWE,Category,Evidence,Confidence,Source,DataFlow,Sink
636,,false,false,328,WEAK_MESSAGE_DIGEST_SHA1,FB:328::SECSHA1,0,null,null,null
637,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
637,,false,false,328,WEAK_MESSAGE_DIGEST_MD5,FB:328::SECMD5,0,null,null,null
638,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
639,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
640,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
641,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
642,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
643,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
644,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
645,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
646,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
649,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
650,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
651,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
652,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
652,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
652,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
652,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
652,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
652,,false,false,330,PREDICTABLE_RANDOM,FB:330::SECPR,0,null,null,null
652,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
653,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
653,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
653,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
653,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
653,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
653,,false,false,330,PREDICTABLE_RANDOM,FB:330::SECPR,0,null,null,null
653,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
654,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
654,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
654,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
654,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
654,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
654,,false,false,330,PREDICTABLE_RANDOM,FB:330::SECPR,0,null,null,null
654,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
655,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
655,,false,false,113,HTTP_RESPONSE_SPLITTING,FB:113::SECHRS,0,null,null,null
656,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
657,,false,false,78,COMMAND_INJECTION,FB:78::SECCI,0,null,null,null
658,,false,false,78,COMMAND_INJECTION,FB:78::SECCI,0,null,null,null
659,,false,false,78,COMMAND_INJECTION,FB:78::SECCI,0,null,null,null
660,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
660,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
660,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
660,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
660,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
660,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
661,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
661,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
661,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
661,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
661,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
661,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
662,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
662,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
662,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
662,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
662,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
662,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
663,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
663,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
663,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
663,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
663,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
663,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
664,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
664,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
664,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
664,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
664,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
664,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
665,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
665,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
665,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
665,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
665,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
665,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
666,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
666,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
666,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
666,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
666,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
666,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
667,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
667,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
667,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
667,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
667,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
667,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
668,,false,false,501,TRUST_BOUNDARY_VIOLATION,FB:501::SECTBV,0,null,null,null
669,,false,false,501,TRUST_BOUNDARY_VIOLATION,FB:501::SECTBV,0,null,null,null
670,,false,false,501,TRUST_BOUNDARY_VIOLATION,FB:501::SECTBV,0,null,null,null
671,,false,false,501,TRUST_BOUNDARY_VIOLATION,FB:501::SECTBV,0,null,null,null
672,,false,false,89,SQL_INJECTION_JDBC,FB:89::SECSQLIJDBC,0,null,null,null
673,,false,false,89,SQL_INJECTION_JDBC,FB:89::SECSQLIJDBC,0,null,null,null
673,,false,false,89,SQL_PREPARED_STATEMENT_GENERATED_FROM_NONCONSTANT_STRING,FB:89::SQL,0,null,null,null
674,,false,false,89,SQL_INJECTION_JDBC,FB:89::SECSQLIJDBC,0,null,null,null
674,,false,false,89,SQL_PREPARED_STATEMENT_GENERATED_FROM_NONCONSTANT_STRING,FB:89::SQL,0,null,null,null
675,,false,false,89,SQL_INJECTION_JDBC,FB:89::SECSQLIJDBC,0,null,null,null
675,,false,false,89,SQL_PREPARED_STATEMENT_GENERATED_FROM_NONCONSTANT_STRING,FB:89::SQL,0,null,null,null
676,,false,false,89,SQL_INJECTION_JDBC,FB:89::SECSQLIJDBC,0,null,null,null
676,,false,false,89,SQL_PREPARED_STATEMENT_GENERATED_FROM_NONCONSTANT_STRING,FB:89::SQL,0,null,null,null
677,,false,false,89,SQL_INJECTION_SPRING_JDBC,FB:89::SECSQLISPRJDBC,0,null,null,null
678,,false,false,89,SQL_INJECTION_SPRING_JDBC,FB:89::SECSQLISPRJDBC,0,null,null,null
679,,false,false,89,SQL_INJECTION_SPRING_JDBC,FB:89::SECSQLISPRJDBC,0,null,null,null
680,,false,false,89,SQL_INJECTION_JDBC,FB:89::SECSQLIJDBC,0,null,null,null
680,,false,false,89,SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE,FB:89::SQL,0,null,null,null
681,,false,false,89,SQL_INJECTION_JDBC,FB:89::SECSQLIJDBC,0,null,null,null
681,,false,false,89,SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE,FB:89::SQL,0,null,null,null
682,,false,false,89,SQL_INJECTION_JDBC,FB:89::SECSQLIJDBC,0,null,null,null
682,,false,false,89,SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE,FB:89::SQL,0,null,null,null
683,,false,false,643,XPATH_INJECTION,FB:643::SECXPI,0,null,null,null
683,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
684,,false,false,353,CIPHER_INTEGRITY,FB:353::CIPINT,0,null,null,null
684,,false,false,327,DES_USAGE,FB:326::SECDU,0,null,null,null
684,,false,false,327,DES_USAGE,FB:326::SECDU,0,null,null,null
684,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
684,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
684,,false,false,329,STATIC_IV,FB:329::STAIV,0,null,null,null
685,,false,false,353,CIPHER_INTEGRITY,FB:353::CIPINT,0,null,null,null
685,,false,false,327,DES_USAGE,FB:326::SECDU,0,null,null,null
685,,false,false,327,DES_USAGE,FB:326::SECDU,0,null,null,null
685,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
685,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
685,,false,false,329,STATIC_IV,FB:329::STAIV,0,null,null,null
686,,false,false,353,CIPHER_INTEGRITY,FB:353::CIPINT,0,null,null,null
686,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
686,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
686,,false,false,329,STATIC_IV,FB:329::STAIV,0,null,null,null
687,,false,false,353,CIPHER_INTEGRITY,FB:353::CIPINT,0,null,null,null
687,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
687,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
687,,false,false,329,STATIC_IV,FB:329::STAIV,0,null,null,null
688,,false,false,353,CIPHER_INTEGRITY,FB:353::CIPINT,0,null,null,null
688,,false,false,327,DES_USAGE,FB:326::SECDU,0,null,null,null
688,,false,false,327,DES_USAGE,FB:326::SECDU,0,null,null,null
688,,false,false,327,PADDING_ORACLE,FB:null::PADORA,0,null,null,null
688,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
688,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
688,,false,false,329,STATIC_IV,FB:329::STAIV,0,null,null,null
689,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
689,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
690,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
690,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
691,,false,false,353,CIPHER_INTEGRITY,FB:353::CIPINT,0,null,null,null
691,,false,false,327,DES_USAGE,FB:326::SECDU,0,null,null,null
691,,false,false,327,DES_USAGE,FB:326::SECDU,0,null,null,null
691,,false,false,327,PADDING_ORACLE,FB:null::PADORA,0,null,null,null
691,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
691,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
691,,false,false,329,STATIC_IV,FB:329::STAIV,0,null,null,null
692,,false,false,353,CIPHER_INTEGRITY,FB:353::CIPINT,0,null,null,null
692,,false,false,327,DES_USAGE,FB:326::SECDU,0,null,null,null
692,,false,false,327,DES_USAGE,FB:326::SECDU,0,null,null,null
692,,false,false,327,PADDING_ORACLE,FB:null::PADORA,0,null,null,null
692,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
692,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
692,,false,false,329,STATIC_IV,FB:329::STAIV,0,null,null,null
693,,false,false,353,CIPHER_INTEGRITY,FB:353::CIPINT,0,null,null,null
693,,false,false,327,DES_USAGE,FB:326::SECDU,0,null,null,null
693,,false,false,327,DES_USAGE,FB:326::SECDU,0,null,null,null
693,,false,false,327,PADDING_ORACLE,FB:null::PADORA,0,null,null,null
693,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
693,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
693,,false,false,329,STATIC_IV,FB:329::STAIV,0,null,null,null
694,,false,false,90,LDAP_INJECTION,FB:90::SECLDAPI,0,null,null,null
694,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
694,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
695,,false,false,90,LDAP_INJECTION,FB:90::SECLDAPI,0,null,null,null
695,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
695,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
696,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
696,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
697,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
697,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
698,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
698,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
699,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
699,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
700,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
700,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
701,,false,false,90,LDAP_INJECTION,FB:90::SECLDAPI,0,null,null,null
701,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
701,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
702,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
702,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
702,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
702,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
702,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
702,,false,false,330,PREDICTABLE_RANDOM,FB:330::SECPR,0,null,null,null
702,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
702,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
703,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
703,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
703,,false,false,328,WEAK_MESSAGE_DIGEST_SHA1,FB:328::SECSHA1,0,null,null,null
703,,false,false,328,WEAK_MESSAGE_DIGEST_SHA1,FB:328::SECSHA1,0,null,null,null
704,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
704,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
704,,false,false,328,WEAK_MESSAGE_DIGEST_SHA1,FB:328::SECSHA1,0,null,null,null
704,,false,false,328,WEAK_MESSAGE_DIGEST_SHA1,FB:328::SECSHA1,0,null,null,null
705,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
705,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
705,,false,false,328,WEAK_MESSAGE_DIGEST_SHA1,FB:328::SECSHA1,0,null,null,null
706,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
706,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
707,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
707,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
708,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
708,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
708,,false,false,328,WEAK_MESSAGE_DIGEST_MD5,FB:328::SECMD5,0,null,null,null
709,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
709,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
710,,false,false,22,PATH_TRAVERSAL_IN,FB:22::SECPTI,0,null,null,null
710,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
711,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
711,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
712,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
712,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
713,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
714,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
715,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
715,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
716,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
717,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
717,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
718,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
719,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
719,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
720,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
720,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
721,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
721,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
722,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
722,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
723,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
723,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
724,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
724,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
725,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
725,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
726,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
727,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
727,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
728,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
728,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
729,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
729,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
730,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
730,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
731,,false,false,78,COMMAND_INJECTION,FB:78::SECCI,0,null,null,null
731,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
732,,false,false,78,COMMAND_INJECTION,FB:78::SECCI,0,null,null,null
732,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
733,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
733,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
733,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
733,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
733,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
733,,false,false,330,PREDICTABLE_RANDOM,FB:330::SECPR,0,null,null,null
733,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
733,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
734,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
734,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
734,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
734,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
734,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
734,,false,false,330,PREDICTABLE_RANDOM,FB:330::SECPR,0,null,null,null
734,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
734,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
735,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
735,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
735,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
735,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
735,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
735,,false,false,330,PREDICTABLE_RANDOM,FB:330::SECPR,0,null,null,null
735,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
735,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
736,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
736,,false,false,113,HTTP_RESPONSE_SPLITTING,FB:113::SECHRS,0,null,null,null
736,,false,false,614,INSECURE_COOKIE,FB:614::SECIC,0,null,null,null
736,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
737,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
737,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
738,,false,false,78,COMMAND_INJECTION,FB:78::SECCI,0,null,null,null
738,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
739,,false,false,78,COMMAND_INJECTION,FB:78::SECCI,0,null,null,null
739,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
740,,false,false,78,COMMAND_INJECTION,FB:78::SECCI,0,null,null,null
740,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
741,,false,false,78,COMMAND_INJECTION,FB:78::SECCI,0,null,null,null
741,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
742,,false,false,78,COMMAND_INJECTION,FB:78::SECCI,0,null,null,null
742,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
743,,false,false,78,COMMAND_INJECTION,FB:78::SECCI,0,null,null,null
743,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
744,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
744,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
744,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
744,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
744,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
744,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
744,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
745,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
745,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
745,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
745,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
745,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
745,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
745,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
746,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
746,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
746,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
746,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
746,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
746,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
746,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
747,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
747,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
747,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
747,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
747,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
747,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
747,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
748,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
748,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
748,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
748,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
748,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
748,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
748,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
749,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
749,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
749,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
749,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
749,,false,false,0,HTTPONLY_COOKIE,FB:null::SECHOC,0,null,null,null
749,,false,false,0,SERVLET_PARAMETER,FB:null::SECSP,0,null,null,null
749,,false,false,79,XSS_SERVLET,FB:79::SECXSS2,0,null,null,null
750,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
750,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
750,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
750,,false,false,0,COOKIE_USAGE,FB:null::SECCU,0,null,null,null
